content,score_cat,thumbsUpCount,word_count,has_promo,final_label,label,pseudo_prob
cs nya g ada bls untuk masalah g terjawab,1,0.0,9.0,0,0,,0.001068493
saya suka,5,0.0,2.0,0,0,,0.001146716
ini bagus,5,0.0,2.0,0,0,,0.0010957165
mntap,5,0.0,1.0,0,0,,0.0016322901
"ikut challange bestie price yg pizza hut regular 100k jadi 9.900 sudah effort share ke temen"" dan sudah 100% tp pas konfirmasi pesanan gabisa, sampe nyoba tengah malem 00:00 ttep gabisa. kalo memang habis ya kenapa yg baru join juga bisa ikutan challange pizza juga?? Tolong ya kalau buat challange itu yang jelas, mana kalau mulai dri awal lagi semua temen yg bantu hilang bantuannya hmmm. Sudah hubungin CS tp gaada tanggapan.",1,2.0,72.0,0,0,,0.010637842
ok bngt,5,0.0,2.0,0,0,,0.0010504449
kalau sudah order uang tidak bisa kembali padahal belum dapat barang. ..kecewa banget rasanya,1,4.0,14.0,0,0,,0.0012913967
"Aplikasi stres.. Suruh ngerjakan misi bestie, giliran udah full voucher ga bisa d beli",1,0.0,14.0,1,0,,0.0012338539
akun saya tidak bisa masuk padahal sebelumnya bisa,1,0.0,8.0,0,0,,0.0009802094
"Mantap, vouchernya ada terus. Terimakasih Qpon",5,0.0,6.0,1,0,,0.0018072667
banyak promo disini,5,0.0,3.0,1,0,,0.0010064024
bagus,5,0.0,1.0,0,0,,0.0010732245
sistem knp eror pas setelah diupgrade?????,1,0.0,6.0,0,0,,0.0013370259
kupon belum digunakan sudah kadaluarsa. belum dipakai kupon sudah selesai sendiri. chat cs gak di respon respon,1,2.0,17.0,1,0,,0.0012722063
"Penipuan, udah bayar saldo berkurang tapi di aplikasi keterangan nya ""masih menunggu pembayaran"" rugi saya gak dapat apa2, duit ilang gitu aja. Aplikasi nipu, gak jelas",1,29.0,26.0,0,0,,0.0026767994
mantab,5,0.0,1.0,0,0,,0.00095662154
"Udah melakukan pembayaran, pas mau tukar ke toko malah ke restat akunya dan voucher saya jadi hilang. KECEWA",1,1.0,18.0,1,0,,0.0016720782
ok,5,0.0,1.0,0,0,,0.0010469042
aplikasi gak jelas aturannya,1,0.0,4.0,0,0,,0.0011017758
kecewa sama aplikasi qpon msh ada pesenan blm ditukar aplikasi ga bisa dibuka hrs masuk daftar lgi trs bgtu trs,1,2.0,20.0,0,0,,0.0011252504
aplikasi jelek. udah ambil vocer mo order suruh klik link. dah d klik k link. gak bisa masuk k wa langsung. ngecewain,2,1.0,22.0,0,0,,0.0017377133
good,5,0.0,1.0,0,0,,0.001553154
"bagus, suka sekali",5,0.0,3.0,0,0,,0.0012236581
minta tolong beritahukan kepada seluruh pegawai outlet yang jaga kalau ada orang tukar voucher jangan lah cuek2 jangan lah jutek2 jadi males tukar qpon,1,0.0,24.0,1,0,,0.001879996
Bintang 1 dulu....tolong min aplikasinya dibenerin. Misi sudah selesai tapi item tdk bisa dibeli :(,1,6.0,15.0,0,0,,0.0015327769
jelek gabisa dipake,1,0.0,3.0,0,0,,0.0014037101
gk bs ditukar di outlet nya udh bolak balek dtg tp selalu ada alasan,1,0.0,14.0,0,0,,0.0009912348
"andai aja Qpon menyediakan jasa pengiriman untuk di setiap pembelian nya, dengan banyak nya kupon yang tersedia pasti bakalan banyak yang betah menggunakan apk ini..",5,17.0,25.0,1,0,,0.009883308
kalian mau menipu ya? kupon yang sudah di bayar tak bisa REFUND memang nya kesalahan pembeli kalau penjual tak punya stok barang. sementara tidak mungkin mau cari barang yang di order keseluruh indonesia. chat costumer service pun tak bisa.. INTI NYA SCAM PENIPUAN,1,0.0,43.0,0,0,,0.0059210244
Wah aplikasi ini mantap banget Tinggal scrol langsung Nemu diskon,5,2.0,10.0,1,0,,0.0010687466
mantap,5,0.0,1.0,0,0,,0.0012417501
kecewa sii sama apk ini voucer belum d tukar hilang aja,1,0.0,11.0,0,0,,0.0011276153
saya suka tapi saya trauma udah jalanin misi tinggal beli eh ilang kuponnya lan cape ngumpulin susah2 hmm,1,0.0,18.0,0,0,,0.0013245922
"buat misi bestie gak jelas udah diselesaikan malah gak bisa dibeli, klk emang gak bisa dibeli jgn dijadiin misi bestie dong",1,1.0,21.0,0,0,,0.0015839693
"setelah update ke qpon 8.8 hape saya jadi ga support, qpon nya tidak bisa dipake, turunin standart applikasi nya dong biar tetep support di handphone saya",3,5.0,26.0,0,0,,0.0036951203
good,5,0.0,1.0,0,0,,0.001553154
apk tolol keluar masuk keluar masuk terus ngk jelas,1,0.0,9.0,0,0,,0.0009766793
kepat ndeler,1,0.0,2.0,0,0,,0.0012593439
harga yg tertera dg pas c.o gak sama. harga 6k di co 20k aneh sih,3,0.0,15.0,0,0,,0.0014210119
keren bener JD hemat,5,0.0,4.0,1,0,,0.0011152035
"Kaga rekomendasi, Apk Lucu baru Juga Pengguna baru Pas mau Login harga nya naik",1,0.0,14.0,0,0,,0.0013114193
"susah login , jadinya susah tukar voucher , tiap login selalu ada tulisan akun tidak normal, itu saya sudah beli voucher nya jadinya ga bisa ke pake",1,0.0,27.0,1,0,,0.0019719284
"setelah update, voucher saya kok hilang, kok bisa begitu, padahal beli sendiri lewat aplikasi ini",1,1.0,15.0,1,0,,0.0010679696
jajan makin hemat semenjak ada qpon😍😍😍,5,0.0,6.0,1,0,,0.0016368297
"bisa nuker roti o 7 kali, 1 akun , lumayan roti+kopi 5.500 - 7000 saja",5,0.0,15.0,0,0,,0.003445737
"kupon saya hangus tanpa ada kembalian admin di chat tidak ada respon di email belum di respon. Padahal kupon saya belum di tukar, mau di tukar tidak bisa dengan alasan belum aktifkan lokasi, di coba berulang ulang malah hangus kupon nya... mantap",1,59.0,42.0,0,0,,0.002790794
Gajelas! keluar keluar mulu kupon udah di bayar,1,0.0,8.0,0,0,,0.0011172094
"nuker ke roti o gabisa Mulu, 3x 3 hari nuker ke roti o alesan abis Mulu wkwk, mana gabisa di refund sedangkan ini udah di bayar masa di biarin hangus gitu aja voucher nya.",1,0.0,34.0,1,0,,0.0030609714
trimakasih qpon saya dpt potongan hrg dan jg voucher alfamart,5,0.0,10.0,1,0,,0.0010799299
bgusssssss toppp bgt,5,0.0,3.0,0,0,,0.0013804145
Hargai sesuatu yang sederhana kadang kala itulah yang membuat kita bahagia,5,3.0,11.0,0,0,,0.0024176189
"belum buat beli tp udah ngajak temen buat download. dapet hadiah, eh harga murah pembelian pertamaku kok hangus ya🤣 sama aja boong dong😆",2,0.0,23.0,0,0,,0.0020753152
disturbing,1,0.0,1.0,0,0,,0.0012757909
"bagus banget.. Alhamdulillah makasih yah, pertahankan dengan tenant yg lebih banyak lagi",5,7.0,12.0,0,0,,0.0017241299
terlalu banyak peminat. coba lagi sebentar lagi. dari kemarin begini terus. bug atau mang IT qpon yg payah?,3,1.0,18.0,0,0,,0.0016602442
cakeup bnyk diskon,5,0.0,3.0,1,0,,0.0010902544
"vocernya ga bisa di gunakan, alesanya banyak pembeli, mau pagi siang sore malem",1,0.0,13.0,1,0,,0.0016333191
"kode refral udah ada tp gak bsa ditukar, alasannya peminat banyak coba lagi nanti, gituuuu terruuussssssss",1,1.0,16.0,1,0,,0.0015768606
"Dari tadi terlalu banyak peminat coba lagi nanti, terus aja gitu mau tukar vocer ga bisa percuma. Auto hapus apk.",1,5.0,20.0,0,0,,0.001864484
"tolong perbaiki sistem nya dong. saya mau order ga bisa "" TERLALU BANYAK MINAT"" & masukin no wa ""NOMOR TIDAK TERDEKSI"" Padahal no wa nya aktif",2,4.0,26.0,0,0,,0.002303632
kenapa Qpon saya tidak bisa login keluar kata tidak memiliki ijin mengakses lokisi. ud wa qpon 2hari tidak ada respon,3,2.0,20.0,0,0,,0.0013249291
"min kok pengguna baru bantu teman potongan ny cuman 300 perakk,kan biasa nya 2000",3,0.0,14.0,1,0,,0.0013428906
saya pengguna baru tapi kenapa ga bisa pake vocher diskon khusus pengguna baru?,1,0.0,13.0,1,0,,0.0016011946
"pengguna pertama dapet diskon tapi waktu buy gak bisa. terlalu banyak peminat, coba sebentar lagi. sebentar Laginya sampai kapan ini udah beberapa hari gitu terus???",2,9.0,25.0,1,0,,0.002492639
PELAYANAN CS NYA SANGAT BURUK,1,0.0,5.0,0,0,,0.001361868
"promo sama brand di monitor dong bambanggggg, kacau noh di outlet",1,0.0,11.0,1,0,,0.0012207505
tidak yakin,5,0.0,2.0,0,0,,0.00092953816
rugi 7k duit gw,1,0.0,4.0,0,0,,0.0011414695
"nyoba pas lihat iklan kak gigi, Eh pas di instal tuker kupon malah kupon ya gak ada Padahal dah berangkat ke Roti O terpaksa bayar 25ribu . pdahl dah jelas pengguna baru dapat diskon 81% mlh gk berlaku Aneh.",3,2.0,39.0,1,0,,0.0034125517
akun saya tidak bisa login,1,0.0,5.0,0,0,,0.0010969135
"saya keluar dari akun saat mau masuk lagi malah ga bisa katanya akun saat ini terdeteksi tidak normal tidak dapat masuk sementara, mksdnya apa mohon di jawab harus gimana soalnya saya udh beli tinggal di tuker tapi ga bisa masuk ke akunnya",2,0.0,42.0,0,0,,0.0016711314
Udah order pas di outlet ga bisa di tuker alesannya maintenance. mana ga bisa refund uangnya udh beli. aplikasi ancurr ancurrr....,1,3.0,21.0,0,0,,0.0016884593
"Kenapa akunku ada tulisan: akun ini terdeteksi tidak normal? Salahnya di mana? Udah WA juga, tidak ada respon. Aku harus gimana?",1,1.0,21.0,0,0,,0.0034934892
"Benar-benar kecewa rasanya. Sudah 3. hari, saya tidak bisa login ke akun utama saya padahal hanya ganti nomor di HP yang sama. Muncul terus notifikasi 'AKUN SAAT INI TERDEKTEKSI TIDAK NORMAL', padahal sudah coba install ulang pun. Sangat tidak rekomen apabila tidak bisa log in selamanya👎",1,0.0,46.0,0,0,,0.020445155
mantap,5,0.0,1.0,0,0,,0.0012417501
peminat full trs tolong di perbaiki,1,0.0,6.0,0,0,,0.0010377449
hanya mainan mereka begitu kita datang ke tempat penukaran habis lah pokok nya byak alsan mrk klo gak sangup di tutup aja,1,0.0,22.0,0,0,,0.0013550731
"ternyata tdk bisa refund ya guys. CS jg gak ada respon di chat berkali² ampe enek! Uninstall! buat yg blm download mending jangan, drpd nyesel. lo baca² aja review yg udh beli kupon, hampir semuanya nyesel n dirugikan. aplikasi penipu!!!",1,28.0,40.0,0,0,,0.004080612
"tau bakal ga bisa masuk/login kembali mah mending ga beli vocer nya , mana belum ke pake lagi vocernya",1,3.0,19.0,0,0,,0.0016398417
so bad.. apk ngasih voucher tapi toko gak nerima,1,0.0,9.0,1,0,,0.0011716121
"bikin akun di hp baru, akun di curigai gimana maksudnya dah",2,0.0,11.0,0,0,,0.0014105048
"kecewa sdh cekin 1 minggu ee pas mau beli voucher alfa trnyta habiss,, parah sih",1,0.0,15.0,1,0,,0.0010818987
"kenapa komplen saya gak di respon di wa,tolong respon saya",1,0.0,10.0,0,0,,0.0012791081
parah gk bisa klik apa2 koneksi tidak tersambung terus padahal kuota banyak,1,0.0,12.0,0,0,,0.0009753457
voucher nya belum di pake tiba2 hangus padahal baru beli beberapa hari yg lalu,1,0.0,14.0,1,0,,0.0011396778
"tiap mau tukar kupon ke outlet mereka selalu bilang sdh habis, bikin malas !! , saya mau refund jg proses nya lama sekali !!",1,1.0,24.0,0,0,,0.0017825052
knp vocher ga bisa di beli . tulisan terlalu banyak permintaan ?,1,0.0,12.0,0,0,,0.001332506
buat kalian yg belum download mending jangan di download aplikasi penipuan masa tiap mau nuker voucher bilang nya selalu habis nanti tunggu 2 jam lagi dan begitu seterusnya mending jangan di download yg belum download,1,1.0,35.0,1,0,,0.0020913908
tidak bisa masuk app. ketika aku tidak normal... jelek app ini,1,0.0,11.0,0,0,,0.001555379
pelayanannya ramah,5,0.0,2.0,0,0,,0.0013916171
"gimana loh masa pesanan saya baru 2 hari langsung hangus padahal disitu udah jelas masa penukaran 30 hari tolong dong kejelasan , walaupun cuman 7rb 2rb tetap uang . jangan bohong katanya penukaran 30 hari tapi baru 2 hari langsung hangus",1,1.0,41.0,0,0,,0.003971585
akun saya G bisa login min,5,0.0,6.0,0,0,,0.0010986725
keren,5,0.0,1.0,0,0,,0.0012506095
kenapa gak bisa tukar vocernya katanya terlalu banyak peminatnya coba lagi tapi Sampek semingguan gak bisa juga apa solusinya ya,1,5.0,20.0,0,0,,0.0011579606
"tidak bisa masuk ke akun saya,katanya akun saya tdk normal pdahal ga buat apa²..mana buat pake aku baru tapi ga bisa buat Beli apa²",1,2.0,24.0,0,0,,0.0021221521
saya tidak bisa pesan napa,4,0.0,5.0,0,0,,0.0011077283
"Gak bisa ditukarkan vocer pengguna baru utk roti'o di payakumbuh, dengan alasan blablabla. dan disuruh tukar di roti o air putih yg jaraknya 15an km. jadi apa guna nya vocer?",1,1.0,30.0,0,0,,0.011097868
aplikasi nya jelek sekali masak an pakai voucher gak bisa. Terus masuk kan ke akun sendiri di hp gak bisa. di hp orang lain malah bisa. Sangat mengecewakan sekali😡😡😡😡,1,0.0,29.0,1,0,,0.0021923732
apk baik bagus banget,5,0.0,4.0,0,0,,0.0011025318
"ga bisa login , akun tidak normal mulu , parah",1,11.0,10.0,0,0,,0.0012002405
kenapa ya akun saya tidak bisa masuk keqpon LG,3,1.0,9.0,0,0,,0.001056539
ini kenapa ya ko akunnya ga bisa di pake hadeh 🤦 kecewa sih. padahal kan udh ngundang temen. pas pengen lebih akunnya ga bisa di pakai apa coba.,2,6.0,28.0,0,0,,0.00245884
"ngebug terus, banyak peminat",1,0.0,4.0,0,0,,0.0015233627
banyak masalah trs,1,0.0,3.0,0,0,,0.0011198188
pahala buat kalian,5,0.0,3.0,0,0,,0.0014507557
so far so good mudah di operasikan,5,0.0,7.0,0,0,,0.0014185274
"murah banget, wort it banget",5,2.0,5.0,0,0,,0.001348862
gak rugi download apk ini sangat bermanfaat.,5,3.0,7.0,0,0,,0.0016090241
"padahal saya akun baru,, tapi kenapa setiap mau check out makanan di bilang terlalu banyak peminat coba lagi sebentar lagi,, padahal outlet roti O nya lagi sepi sudah 3 hari saya tidak bisa beli karna tertulis begitu tolong donk qpon perbaiki lagi sistem nya",1,24.0,44.0,0,0,,0.0042473455
keren,5,0.0,1.0,0,0,,0.0012506095
"promo tidak sesuai , sudah daftar ulang ttp GK promo seperti yg lain.",1,0.0,13.0,1,0,,0.0014833289
"aplikasiny bagus banyak voucher,pas buat pemburu voucher tpi 1 yang harus d perhatikan, jangan asal resto yg punya nama,pas mau d tukar barangny ga Redy stok,saya mau beli sama anak sampe 3x balik k resto barangny ga ada sampe waktu d tentukan habis, trus klo waktuny dah abis uang ny kenapa ga balik lagi?!!!!",1,32.0,54.0,1,0,,0.008169367
"gak bisa login,padahal vocer nya belum saya tuker 😭",1,0.0,9.0,0,0,,0.0012757484
aplikasi abal Abal .. giliran voucher mau ditukar kata nya lagi ramai pemesan . wkwkwk,1,0.0,15.0,1,0,,0.0011590278
mantap min smga makin jaya,5,1.0,5.0,0,0,,0.0011294934
saya mau masuk ke aplikasi dengan no yg sama tidak bisa masuk padahal pesanan saya belum di tukarkan mohon untuk di bantu,1,0.0,22.0,0,0,,0.001076793
tidak bisa konfirmasi pesanan karna terlalu banyak peminat,2,0.0,8.0,0,0,,0.0012060301
"ga jelas.. udh bayar qiris, giliran mao klaim d suruh nuggu sampe 15 menit ga d layanin... sangat"" biruk",1,0.0,19.0,0,0,,0.0017850932
pilihannya itu² aja terus makin lama makin mahal gak jauh beda sama harga asli percuma pake qpon,1,0.0,17.0,0,0,,0.0018535323
"Sangat Kecewa, Promo Untuk Pelanggan Baru Belum Digunakan Sudah Hilang Semua ! Kalau Tidak Niat Memberikan Promo Lebih Baik Tidak Usah !",1,6.0,22.0,1,0,,0.0028632078
kenapa saya ga bisa masuk yh selalu tidak terdikteksi akun ditutup sementara pada lah sya mau nuker yg udh saya bayr ini gmna nanganinya,3,0.0,24.0,0,0,,0.0012624143
aplikasi lemot dan promonya mahal semua,1,0.0,6.0,1,0,,0.0011289417
klo mau jajan murah yaa di qpon 🥰,5,0.0,8.0,0,0,,0.0012795256
"tolong kembalikan dana saya sudah hampir 1 juta voucher saya belum bisa saya pakai. Masuk ke akun saya pun tidak bisa. 2 nomor saya 22 nya dalam 1 hp, karena memang hp saya cuma 1. Tidak bisa masuk ke QPON. Tolong banget QPON saya sudah wa disuruh nunggu 1x24 jam akan dikembalikan dan saya bisa masuk akun saya, tapi ini sudah 4x24 jam belum bisa juga masuk ke akun saya untuk tukar voucher saya. TOLONG ini HARD COMPLAINT!!",1,0.0,78.0,1,0,,0.013663602
"Setelah tukar kupon, barang ga ready di tempat, harus di perbaiki, karna kupon tidak bisa di tukar hilang begitu saja, sangat kecewa dengan pelayanan nya ..",1,10.0,26.0,0,0,,0.0026243974
"kenapa tiap mau masuk akun ga bisa, selalu ada tulisan ""Akun saat ini terdeteksi tidak normal, tidak dapat masuk sementara"", udah konfirmasi ke wa pun juga tidak ada tanggapan",1,14.0,29.0,0,0,,0.0025812234
kupon belum dipakai tapi sudah tidak bisa digunakan,1,0.0,8.0,1,0,,0.0011833396
hoax,1,0.0,1.0,0,0,,0.0014855596
ngak bisa di buka,1,0.0,4.0,0,0,,0.0010932517
suka lag padahal jaringan bagus,1,0.0,5.0,0,0,,0.0010486596
👍👍👍,5,0.0,1.0,0,0,,0.0014587132
luar biasa progam kopi dan ropi murah bisa rekomendasi untuk teman keluarga dan kerabat terdekat,5,4.0,15.0,0,0,,0.001990529
"aneh sudah bayar tidak bisa klaim , aplikasi kocak",1,0.0,9.0,0,0,,0.0010596254
Tidak bisa login alasan keamanan eror ni aplikasi,1,0.0,8.0,0,0,,0.0008962507
percuma Ajak orang tapi Kupon tidak bisa di pergunakan. kupon cek in Juga Zonk tidak bisa di beli. alasannya terlalu banyak pelanggan yang menggunakan. sy sudah mengumpulkan 6 orang pake Kode tapi tidak satupun vocer bisa di gunakan . auto hapus ini mah Apk Zonk,1,266.0,45.0,1,0,,0.005939802
apaan komplain gapernah di respon niat ningkatin aplikasinya biar makin maju apa mundur?kocak,3,0.0,13.0,0,0,,0.0012434379
mantap betul,5,0.0,2.0,0,0,,0.0013266766
tolong kak ini aku cuma undang teman terus aku mau co masa di Batasin si aku udah hubungin cs tapi gak di respon respon giman ini aplikasi nya cs nya pun gak ada bantu gak respon respon. tolong di perbaiki lagi aplikasi nya dan tolong di perbaiki lagi untuk cs nya,1,59.0,51.0,0,0,,0.0036498862
"sangat membantu bgt, diskon nya lumayan banyak",5,2.0,7.0,1,0,,0.0013758949
saat mau checkout tidak bisa digunakan alasanya terlalu banyak peminat coba lagi nanti selalu serti itu kenapa ? tolong jelaskan,1,6.0,20.0,1,0,,0.0011481673
"baru pertama kali beli voucher, dan bisa langsung di tukar.. so far bagus sih",4,0.0,14.0,1,0,,0.0012571531
"Expirednya terlalu cepat, belum juga dipakai karena kesibukan harian eh vouchernya sudah hilang",2,17.0,13.0,1,0,,0.0015687564
"Sejak ada Qpon selalu cek voucher diskon yg ada di aplikasi, kalau pas lagi flash sale harganya jadi hemat bgt, penukaran vouchernya jg simple tinggal scan qr code aja. Cuma kemarin pas mau tukerin ke Cotti Coffee ternyata ada menu yg udah gk ada lagi, posisi ak udah punya 3 vouchernya, mau ajukan refund di chat Whatsapp gk ada respon smp skrg, udah comment di postingan ig nya Qpon disuruh chat lagi di Whatsapp, hampir tiap hari lho ak chat di Whatsapp tp gk pernah direspon sm sekali smp skrg.",2,110.0,90.0,1,0,,0.32189476
"Halo QPON, apa ya penyebab Roti 'O sampai mengurangi Kualitas dan Kuantitas produknya? Sampai beberapa outlet memakai alasan komputer sedang tidak bisa membaca QR atas Qris yg sudah dibayarkan sampai Kopi yang isinya dikurangi sepertiga dari Cup di tambah rasa kopinya jadi hambar. Qpon itu sangat membantu, Roti'O nya main akal",5,1.0,51.0,0,1,,0.74344116
refund berhasil tp uang nya ttp ga masuk dan ga di kembalikan,1,2.0,12.0,0,0,,0.0009313178
"aplikasi tolol ini,gk ada tanggapan custamer servis soal kendala yg kita alami",1,0.0,12.0,0,0,,0.0010580986
Buruk,1,0.0,1.0,0,0,,0.0011162184
"Saya ga bisa daftar akun,, bagaimana ini,, selalu forced close kalo daftar",1,0.0,12.0,0,0,,0.0013839331
"aplikasinya bagus banyak voucher potongan harga, kurangnya mungkin harus nambah lokasi ya karena ini kebanyakan voucher di daerah jakarta dan sekitarnya saja untuk yang luar kota sedikit pilihannya kalo gak fast food ya kopi mohon untuk lebih ditingkatkan karena penggunaannya juga mulai banyak yang dari luar kota",3,161.0,47.0,1,0,,0.033013806
"baru bikin akun langsung ke blokir ,KEREN.👏🙌 jadi gabisa dipake checkout",1,15.0,11.0,0,0,,0.001789321
"masuk aplikasi baru sebentar,,,diskon lngsng hilang,.,,.kacau nch!!!lum pembayaran lum apa jweh",1,0.0,11.0,1,0,,0.002041116
keren makasih qpon yg udah sering bkin makanan2 enak jd murce,5,1.0,11.0,0,0,,0.00148566
sangat mudah,5,0.0,2.0,0,0,,0.001386112
"Aplikasi Khusus Pulau Jawa Saja, diluar Pulau Jawa Tidak Bisa Beli.",1,6.0,11.0,0,0,,0.0016983106
"ini gimna sih tiba tiba ngak bisa login, terus wa ke Qpon nya ngak di respon sama sekali",1,6.0,18.0,0,0,,0.0013514503
admin di bndung belum bisa nuker voucher HokBen ya ?alhamdulilah siih bisa nuker roti o ajah udh sneng,4,2.0,18.0,1,0,,0.0016558777
"sori bintang 1, saya ikut yg potong harga di awal tulisannya ajak 5 teman untuk potong harga, setelah 7 teman tapi ternyata tetap kurang dan tidak bisa dipakai. Jangan install deh, scam",1,0.0,32.0,0,0,,0.0034295518
"Saya login & logout di 1 hp dengan nomor berbeda, tetapi sudah 2hr (sejak 23/07) sampai sekarang 25/07 tidak bisa lagi login di akun nomor pertama yg saya daftarkan. Setelah memasukkan no. hp tertera keterangan AKUN SAAT INI TERDEKTEKSI TIDAK NORMAL, TIDAK DAPAT MASUK SEMENTARA. Saya uninstal - instal ulang pun tetap tidak bisa login. TOLONG PERBAIKI SISTEMNYA !!!",2,161.0,59.0,0,0,,0.012317836
kurang baik....sibuk update.....check-in harianpun hilang....,2,1.0,5.0,0,0,,0.0027876266
aplikasi butut !!,1,0.0,3.0,0,0,,0.0014081656
"CS qpon tidak berguna, tidak bisa membantu memberikan solusi. aplikasi yang sangat jelek",1,0.0,13.0,0,0,,0.0017626757
"baru kali ini syaa kena tipu sama apk ini udh bayar"" ke otlet kopi kenangan mantan harus make kode wa segala ga usah memeprsulit kenapa sih ini apk toh otlet yg lain tanpa kode wa segala langsung sken barkod beres kekopi kenangan mantan saldo hilang gak dapet kopi nya sya tunggu itikad baiknya",1,0.0,53.0,1,0,,0.009790351
"waktu itu udah pernah download , kok pas mau di gunakan aplikasinya ga bisa dibuka ya , malah ada bacaan koneksi padahal signal bagus dan kuota ada , pas pakai wifi baru bisa , ini kenapa ga kira2 ada yg tau kah??",2,0.0,42.0,1,0,,0.00316175
Baguss,5,0.0,1.0,0,0,,0.0012126982
"aplikasi beli voucher dengan diskon, lumayan bisa jajan lebih murah dg beli voucher disini, tp ada kekurangannya juga😂",5,3.0,18.0,1,0,,0.0022280759
ga bisa login anj udh seminggu,1,0.0,6.0,0,0,,0.00095999375
aplikasi Kacau.,1,0.0,2.0,0,0,,0.0016404969
kecewa qpon saya gabisa kepake sama sekali ngechat cs ga ada respon,1,1.0,12.0,0,0,,0.0011604511
good,5,0.0,1.0,0,0,,0.001553154
"Tolong buat promo pengguna baru itu jangan cuma menang murah,utk menarik minat orang,tapi begitu voucher di beli tidak bisa di tukarkan di outlet,dengan alasan Habis,disuruh balik lagi,habis juga. kalian yg buat promo,tapi seolah-olah kami ini mengemis pingin makan enak dgn harga murah. saya dan adik saya udh beli voucher pengguna baru tapi tidak bisa kami klaim karena alasan store,cup kopi habis..Sama sekali tidak bertanggungjawab dan tidak profesional.",1,169.0,67.0,1,0,,0.0892828
"udah undang banyak orang, udh berhasil dia beli, tapi kok gabisa dapet diskon lagi?, cuman 1x doang? sehari 2 pesenan harusnya bisa 2x dong?ko sekali doang",1,1.0,26.0,1,0,,0.0021845947
kenapa nmer saya tidak bisa masuk ke qpon yah min? pasti jawaban nya tidak terdeteksi dari aplikasi nya,3,1.0,18.0,0,0,,0.0013188065
aplikasi ini membatu kita smua,4,0.0,5.0,0,0,,0.001390707
akun terdeteksi terus knp ya di hp saya,1,0.0,8.0,0,0,,0.0011773716
penipuan setelah mengundang temen untuk bantu mendapatkan voucher malah hilang vouchernya saat di dapatkan apk penipu,1,1.0,16.0,1,0,,0.0010582312
mantap jiwa qpon sangat membantu dan jadi pilihan tepat untuk jajan . apalagi kopi kenangan jadi hemat kantong untuk ngopi,5,12.0,20.0,1,0,,0.0038893651
"mantapp, sering promo",5,0.0,3.0,1,0,,0.001191069
"cs nya sangat aman slow respon banget, dan akun tidak melakukan kesalahan kok ada notif akun anda terdeteksi ada aktivitas mencurigakan👎",1,11.0,21.0,0,0,,0.0016191286
APLIKASI ANEH BUG + GABISA NGAPA NGAPAIN PADAHAL GA CURANG GA APA,1,0.0,12.0,0,0,,0.001322346
akun saya kenapa gak bisa transaksi. status nya akun saya di batasi krn ada aktivitas mencurigai. padahal saya mau login dan mau tukar vouchernya. saya suda wa tp belum di respon. tolong dong di pulihkan akun saya ni. terimakasih,1,8.0,39.0,1,0,,0.0051264106
lumayan banyak discoudnya,4,0.0,3.0,0,0,,0.0010563004
aplikasi jelekkkkk ga bisa login keterangan nya akun tidak normal tidak dapat masuk sementara.. saya sudah mencoba hubungi by wa qpon dari tgl 22 juli 2025 tapi ga direspon katanya tunggu 24jam saya sudah mencoba hubungi lagi keesokan harinya tanggal 23 juli 2025 tapi ttp tdk dapat respon saya sudah email pihak qponnya tidak dapat respon juga... qpon saya ada yang belum saya tukarkan nyangkut di apk tapi ga ada pertolongan atau solusinya sama sekali pls di respon bagaimana pun caranya!!!!!,1,0.0,81.0,0,0,,0.003596643
ngga bisa login.,1,0.0,3.0,0,0,,0.0016411428
"masalah nya sama semua ini yg ngisi bintang 1 parah qpon. bangkrut apaya. yg ngasi bintang 5 itu karyawan smua gw rasa. qpon bermasalah jaringan aman lemot diqpon VoCer gbsa digunakan lah tbtb VC ilang lah belom waktunya jahat nih aplikasi udah dapet banyak uang dr orang"" yg ketipu donlot apk ini",1,0.0,52.0,1,0,,0.0064526983
ok,5,2.0,1.0,0,0,,0.001046306
Promonya tidak jelassss 👎🏼 saya lrbih sarankan pembelian lewat tiktok sajaa,1,0.0,11.0,1,0,,0.0012590627
APLIKASI TOLOL!!!,1,0.0,2.0,0,0,,0.0017310187
kode keamanannya kenapa gak pakai otp saja.itu gambar gak bisa di geser.gak bisa masuk nih,1,1.0,15.0,1,0,,0.0015370592
"saya pengguna baru, mau dapetin promo roti o yang 7rb khusus pengguna baru, tapi gak bisa dapetin promo itu??? saya jadi merasa tertipu",1,1.0,23.0,1,0,,0.0039298483
"refundnya mudah, diskon banyak",5,4.0,4.0,1,0,,0.0010606216
mau tukar kan voucher di wallace petukangan tidak bisa ntah blng aplikasi ny brmslah kata ptugasny mna udh klik pnukaran,1,0.0,20.0,1,0,,0.0011178454
kopi nya basi co asem bner asem kopi,1,0.0,8.0,0,0,,0.0010706481
"Biar bintang yang berbicara, karena semua ulasan teman teman sudah mewakili untuk semuanya.",1,0.0,13.0,0,0,,0.0034007842
memang bagus murah banget. akun ku di batasi 😭 bisa gitu,1,0.0,11.0,0,0,,0.001732501
akun ku gak bisa masuk di blokir qpon padahal masih ada 5 voucer belum ke claim hdeh..😡😤 jangan gtu donk..TDK DIRESPON SAMA CS..JANGAN DI DOWNLOD YA GAES.,1,0.0,27.0,0,0,,0.0024947121
